,AAPL,AMZN,BTC-USD,GLD,GOOGL,JNJ,JPM,META,MSFT,NVDA,QQQ,SPY
2022-09-30,0.08802235868400751,0.0847356684721432,0.11015500407162378,0.05685893193210203,0.09027311617033566,0.04210114906845895,0.08677503373861872,0.09726990414528049,0.07858706644495485,0.10630732328692831,0.08116079246600463,0.07775365151954186
2022-10-03,0.053105208342859984,0.08640918114560746,0.1296983829707323,0.02221453920540971,0.10122903571292373,0.05781142188363494,0.07341134621821795,0.1185069251317764,0.0694600666489651,0.1345931029221269,0.08549685706193949,0.06806393275580608
2022-10-04,0.07556877486768676,0.07184221962247389,0.11063700547730397,0.05311156378425264,0.11915841654513386,0.04432088645357204,0.04571919972154198,0.11252473932856838,0.0953926508321815,0.10734572026567978,0.09071190048162425,0.07366692261998094
2022-10-05,0.08591088914866479,0.09932977227901842,0.11121414656422174,0.022902405104943856,0.10550761191897179,0.050639972972943155,0.056429118790651406,0.09567650633021037,0.09806636017279238,0.10727777913750854,0.09145352943285016,0.07559190814722339
2022-10-06,0.1024838715341274,0.10586059011935912,0.10565125852686719,0.0,0.11230219750210611,0.0437839215988539,0.06214981457887533,0.12190789285740912,0.078414646936479,0.10344528830070719,0.09284768500382337,0.07115283304139226
2022-10-07,0.1169000384964881,0.07815227720069493,0.17614325244346538,0.0,0.11249425964423669,0.08963650966604794,0.10693193710196253,0.13930609214835032,0.0,-0.02230688797261089,0.07751908465410208,0.08060966067204119
2022-10-10,0.09902635599023339,0.08516818561284316,0.12543485248078018,0.0,0.0962799929778171,0.07123763207695945,0.08626816006997787,0.12412569937756461,0.06835776312559684,0.0785414640429407,0.08878186386497874,0.07677803038030799
2022-10-11,0.09770129269779777,0.09575031897276735,0.1224758306057625,0.01057824952344302,0.09868402302352705,0.05941910265597033,0.07234003426949404,0.09284410085524943,0.08060225575376824,0.09940111235517723,0.09047273573296442,0.0797309435540786
2022-10-12,0.08787716781773311,0.09783666787448544,0.12331848116909155,0.021628770874710965,0.09840500387808791,0.0623574337423055,0.046932009345354436,0.09588861801335911,0.08632043368438513,0.11195540819722861,0.08987138407749397,0.07760862132576424
2022-10-13,0.07503035163622952,0.09609575934547489,0.12748351268767547,0.03183599299252808,0.10298575925746306,0.0496287151454745,0.012665772061248134,0.10443816456864362,0.09782362778681673,0.13396264817147796,0.09632825510417684,0.0717214412427912
2022-10-14,0.06560485429315022,0.07042105294474472,0.1571770798531273,0.049457437926219205,0.08244934462052922,0.07203495020177872,0.12685732824562682,0.11502785883059827,0.08756366758971593,0.03179113111824102,0.07372893000536819,0.06788636437090043
2022-10-17,0.06799468761253774,0.037180427374374006,0.17767242416198256,0.054583162151434196,0.09392989352732076,0.051382058399412386,0.07071801297476878,0.1137256242141394,0.09709128984705559,0.08178593688159135,0.08514887850157071,0.06878760435381252
2022-10-18,0.08313451622904025,0.10085024251876147,0.09966499241304883,0.04704379337643716,0.1019679207035399,0.03581413167395615,0.07429759072653767,0.08900186334881197,0.09034464290848544,0.10460170042518808,0.09262860279545711,0.08065000288073577
2022-10-19,0.09746091256746317,0.10088858344322012,0.10747182948172317,0.05011736821160953,0.08565258569590394,0.02979624495174953,0.04877712860738449,0.1033777583807859,0.08472991337228626,0.11853928238886273,0.09729029936068165,0.07589809353832952
2022-10-20,0.09379711101710989,0.10346786955411097,0.12943860163078347,0.06240344707505858,0.09893915587837014,0.02735852807469286,0.0,0.09980274177020858,0.09208267942688404,0.13159926991712337,0.09435324457117468,0.06675735108448343
2022-10-21,0.08204307905545964,0.10078260823958614,0.14331309767407646,0.06188456460048617,0.105245547385094,0.009832674481005773,-0.04467293683141956,0.09379176792160888,0.08829697138753097,0.12449696880615138,0.09070780909633537,0.05493197452124564
2022-10-24,0.089402561131571,0.09943889754968183,0.1246116643032535,0.0522834552919912,0.08987733265113522,0.042077704148297715,0.07282827185125515,0.07990870839507576,0.0893016303001038,0.09675751937747168,0.08893989310602418,0.07457236189413899
2022-10-25,0.09013335801551077,0.08697323780466364,0.17298373512756726,0.05647812113822958,0.10691616643471144,0.03823826906999882,0.019865720237047302,0.07464655921252535,0.09682349793878865,0.08622005496028441,0.0928578255786996,0.07786345448197321
2022-10-26,0.07185858314588904,0.0360531906957065,0.25,0.07914101680717972,-0.1260771770790726,0.018738818113631872,0.02914717302243399,0.01347030888206268,-0.0931492264287043,0.12509252523129527,0.05924003790870176,0.07493010382686334
2022-10-27,0.04877438894955269,0.0842005863729153,0.18678671910554853,0.10157134945127143,0.08445990951654651,0.038384820198963096,0.07997306485058207,-0.09416781445653759,0.05049363675483614,0.095321978172053,0.06842522044601862,0.06744051172517503
2022-10-28,-0.1410952228390594,0.13137890248118894,0.18910383885298193,0.07884265384424133,-0.029512509909295444,0.0,0.06200511871069815,-0.07572589324922474,-0.030645340306494257,0.17903758295034555,0.04010759416347952,0.04254534269299071
2022-10-31,0.09478130541202874,0.09224639197641372,0.13092245445195208,0.047927890073480334,0.08155969952922955,0.017518536523566164,0.05673424635509498,0.13301333467451107,0.08022737753992976,0.11706892232220382,0.08091600307046883,0.06708383807112092
2022-11-01,0.048510975494875166,0.12912685735690096,0.1454316400625157,0.04923469443875403,0.10268759609650879,0.0,0.03506360432695201,0.1772879969868377,0.10667971271463668,0.06921437493283279,0.0816792292256779,0.055083318363508244
2022-11-02,0.03833578156498559,0.14342453685311807,0.10962834683466718,0.058566146486761526,0.12139908573973024,0.0,0.06760659990998724,0.19960790244006826,0.09189371669081811,0.09268976489103373,0.047278548724605594,0.02956956986422442
2022-11-03,0.06220467644339403,0.134898921315478,0.10618790182936125,0.05340678774786691,0.12022409330858483,0.0,0.03956850538742507,0.19153768482520384,0.10065764499360307,0.07161973624797267,0.07255737443715984,0.04713667346395048
2022-11-04,0.07433521549126483,0.13281757252432985,0.12009565275740837,0.014322193491940156,0.08883193355344424,0.015704918079752616,0.026606202642093138,0.1890871812200083,0.08410450432899653,0.10779660940325854,0.08543758746023328,0.06086042904727014
2022-11-07,0.07192880404457509,0.10778765695494372,0.07186078113560829,0.042173613220583744,0.09817933176843106,0.018205764562031396,0.0608580756102265,0.1404622668125928,0.09924496778616448,0.12143942616882036,0.09391298770127005,0.0739463242347525
2022-11-08,0.10336781522090585,0.12921699882514404,0.0,0.019821570286096452,0.11852355690664797,0.033725659073041946,0.0632928092048154,0.11065330911647364,0.11390911649453712,0.09262897210225073,0.12055821853404784,0.09430197423603902
2022-11-09,0.10041415211629404,0.1419454551986129,0.18863009539444528,0.0474490447006819,0.12324164399172256,0.037982786981974305,0.06467013836300334,0.038967244232208695,0.09790136933326753,0.011546655901326152,0.08497243428408684,0.06227897950237646
2022-11-10,0.0,0.04726473614573479,-0.03400363028049469,-0.0810299664735794,0.03509983792901039,0.028571205213665962,-0.03945838287472725,-0.16553840041160583,-0.04260488972067833,-0.1790822595357895,0.0,-0.036606792360544205
2022-11-11,0.10257629456579756,0.07726402011170364,0.10619184280868338,0.04798473043316326,0.0895275428511525,0.014979403645647382,0.0782210937104976,0.010259088864419974,0.11514059563135244,0.12890396350077982,0.12530263344133913,0.10364879043546334
2022-11-14,0.11027774806434003,0.07678634126479818,0.18955527316950438,0.012030483075613978,0.1007675608307138,-0.018123133835313762,0.08370624933920005,-0.02988351041098762,0.07662508276830356,0.10862517444671373,0.10663759531975196,0.08698184747475897
2022-11-15,0.12363100856503821,0.07632416308296588,0.21602689179954537,-0.01941431642755249,0.055351502935307016,0.030668941751901498,0.08712722860392501,-0.06360808462431093,0.05931577874250949,0.09443747197464575,0.09244513334765361,0.08164947814464477
2022-11-16,0.11015971801432194,0.07682604550883537,0.18692604399185384,-0.016903633836718314,0.11475174174841546,0.03707476050511878,0.06085905511704854,0.05230932152979095,0.0799194036848449,0.10709079014604798,0.08357197349734703,0.07360751241965688
2022-11-17,0.10611751945911514,0.08882122683073368,0.20283034993603088,-0.026789736624889388,0.0934820381075349,0.047039634495160056,0.07917651353224962,-0.0405286388316801,0.10471737935774926,0.06829470153749656,0.07088302634433737,0.07131923494302306
2022-11-18,0.13626616078959672,0.10467259001367281,0.17700344405970986,-0.018856081255227124,0.07726954187183299,0.051736973515242306,0.06646169267659666,0.0,0.10771486192127891,0.10433975239562192,0.08570537317393831,0.06997352832728239
2022-11-21,0.09457880356911155,0.12549697923006092,0.1536215151902976,0.0,0.06807084084197403,0.0466975192485238,0.07817200072374762,0.08399801055643191,0.10195671270438347,0.088796877732452,0.08383495990475022,0.0747757802982669
2022-11-22,0.09173533273910789,0.19085826662046793,0.14185346247080022,0.0,0.05788106974133578,0.05057160661322377,0.07978379160230233,0.025904784132276062,0.1553047629672749,0.019361416446835106,0.09976976714912338,0.08697573951725264
2022-11-23,0.09353337467601493,0.1388156181155289,0.07103023101037538,0.013422921481531755,0.10949035058667289,0.02540324285315356,0.059724047276175314,0.10008743812758161,0.12342300300043939,0.09600576382825542,0.09511400388980472,0.07395000515446615
2022-11-25,0.07682905720900157,0.12407001110529998,0.08216063830989899,0.028459429119248803,0.09050141320856159,0.01612196524959868,0.06753974497050154,0.1485785621667701,0.10258783445869744,0.11306341080706678,0.08297196071712189,0.06711597267823266
2022-11-28,0.09550227351539077,0.1478066316804079,0.10397577813770495,0.04119773385199221,0.0894605069889958,0.016228037503478458,0.08003545043009291,0.0782649013126506,0.08424059717424741,0.11264181014500588,0.0844423921951777,0.0662038870648554
2022-11-29,0.11028714582804403,0.1358209980223361,0.07986167159033823,0.033534905419001705,0.10229853967349094,0.02089202686805207,0.03737769861681246,0.12196042687454435,0.09198669350128946,0.11070014546798608,0.09109672573427186,0.06418302240383271
2022-11-30,0.06041076390552198,0.1767509957400263,0.06836054365291411,0.041665614017673595,0.07794350726853132,-0.026616693326749093,0.07945566737406722,0.25,0.02907297396599559,-0.11990678024628137,0.04332931101181557,0.02447838092570425
2022-12-01,0.0913036538318368,0.10416336643254877,0.0837439105145934,0.01888368515755942,0.1243507737885113,0.010132372411595283,0.053001736678221736,0.1787189613676413,0.11253445274622857,0.06702017021155698,0.09188230052509808,0.06426461633460838
2022-12-02,0.11634086172849582,0.0838280963456594,0.0694288547746927,0.03892437195344809,0.10032893161456304,0.018744189241233562,0.06138691593885333,0.13294206865617123,0.10363667640626932,0.11283288173417898,0.09170490162018968,0.06990124998624488
2022-12-05,0.117387794139586,0.06881236418565168,0.10465470810495309,0.027717778825301697,0.09508209898514125,0.019221993759101053,0.0809879587464001,0.14478378586806204,0.08922344108831382,0.11275273733214954,0.07763121339771838,0.06174412556762139
2022-12-06,0.1259744187016525,0.10716049861043855,0.10243373777636931,0.0,0.09941904311680264,0.03372399372434102,0.07205383396861317,-0.0268873747569433,0.10530781037191346,0.1481636197780673,0.09733906344459316,0.0815366057502656
2022-12-07,0.13192044652671375,0.14703127151373427,0.13874769329796255,0.0,0.11160869076245288,0.0,0.05833937355246885,0.07112190413594174,0.10265997137123034,0.07802895024506883,0.0923376140425628,0.068204084551864
2022-12-08,0.10059602739353994,0.17217657430463987,0.09744757912893046,0.01931827296609949,0.10711209979798716,0.01710539471091434,0.03428845619401075,0.1551586937003317,0.0850400797940805,-0.1018741701215508,0.0639948946375942,0.0458877572503208
2022-12-09,0.09722101162596529,0.13532138004378388,0.12883315021141856,0.018027745988727147,0.0896041383407465,0.024913889409490828,0.04756459823153076,0.17381536074997375,0.08974254129381007,0.06588327252987176,0.07318186660755671,0.055891044967124534
2022-12-12,0.11151246919256587,0.1690691981562785,0.10679622881261654,0.026794501266813445,0.10278683372840111,0.0,0.03443130065836235,0.16967694517609924,0.08957583515824687,0.06579240295506408,0.07788200390949372,0.04568228098605828
2022-12-13,0.10043613741781343,0.1562951529920277,0.09240244919656201,-0.013438703792838836,0.09556502053517295,0.013517279755218428,0.04272455572254138,0.16301963509300987,0.1118131091961731,0.08476048136969482,0.07505169345800615,0.05097578147094132
2022-12-14,0.07582272750956248,0.11056350493975366,0.11486718670733304,0.01918235505195597,0.09304585184452288,0.02008884701879165,0.04507968648684211,0.18948422090826839,0.10644938054853548,0.10547269949317072,0.06878821736417663,0.05115532212708702
2022-12-15,0.08559873469752781,0.0908494370249013,0.08947255528616044,0.03549708442821114,0.09059806499304844,0.03174807716387304,0.07975792703859999,0.11450061445204651,0.09303057663486418,0.13750040010838968,0.0793673940793961,0.07207913409298139
2022-12-16,0.10546560326312968,0.12519597843942618,0.04282168844331903,0.0,0.11337007102927471,0.031110166866936788,0.06722938793619317,0.145139829405062,0.09470773286834538,0.11412174574971058,0.08685507535483179,0.07398272064377069
2022-12-19,0.11296282020511579,0.09775265651580084,0.0910659898890294,0.0298589448734365,0.11988942008602212,0.02284426631955805,0.0442443638227048,0.10961160424401174,0.09926404266888778,0.10508904666252507,0.09298906673662943,0.07442777797627848
2022-12-20,0.10746474635677507,0.13337496958720194,0.13173342359777143,0.0,0.11207068998121363,0.02127720506146994,0.0412472337135488,0.13342943400454782,0.08343719269558536,0.0875013414987561,0.0847529399563668,0.06371082354676309
2022-12-21,0.10078660674695426,0.16816703489827586,0.1471559588806228,0.030925343996747973,0.11131982397803952,0.0,0.0382240390246478,0.16651721010699574,0.08022015318391816,0.033865714246329844,0.0734698708121507,0.04934824412531734
2022-12-22,0.0922595870962637,0.08853856314322728,0.15798599965683222,0.031520610890019125,0.10417207177795589,0.028639373172746497,0.05847717173577497,0.13886712730465406,0.08088502546512122,0.08253609577206855,0.07366774074773638,0.062450633237600126
