date,FXE,GLD,HYG,IEF,QQQ,SPY,TLT,VNQ
2022-01-31,0.0,0.0,0.0,0.10851949504925673,0.22203022562946076,0.34871902932714266,0.1746890112918833,0.14604223870225652
2022-02-01,0.02214613504958557,0.0,0.04071359726137711,0.05591023243765266,0.3624638278022638,0.3636036936951138,0.06010654352183866,0.09505597023216834
2022-02-02,0.003255866594729197,0.0,0.007834699737932996,0.014531644403460355,0.440256359204127,0.4424144208403325,0.015931080652697046,0.07577592856672097
2022-02-03,0.008110765007063873,0.0,0.0,0.0,0.41363323817016034,0.49621858893884074,0.0,0.08203740788393508
2022-02-04,0.07922525363513687,0.0,0.027310718750111956,0.020109360441980948,0.35449446808998686,0.41613403967725154,0.0,0.10272615940553183
2022-02-07,0.07941075808928535,0.0,0.0,0.0,0.36311494703694863,0.4691627997661683,0.0,0.08831149510759763
2022-02-08,0.08999394722825593,0.04832155739273341,0.019572124801566913,0.0,0.3359191365921475,0.4238252606219012,0.0,0.08236797336339509
2022-02-09,0.074182503492554,0.07640269351517856,0.031192127678264694,0.00456705552679271,0.3377859999730275,0.3854715961830178,0.0,0.0903980236311649
2022-02-10,0.04350171543698916,0.0764317237237972,0.0,0.0,0.3738152455550638,0.46967401044700763,0.0,0.03657730483714231
2022-02-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-14,0.12752965778070294,0.7224819201314154,0.07706616474540025,0.0302692111988335,0.0,0.0,0.0,0.04265304614364791
2022-02-15,0.12329706302868759,0.7554589570001239,0.08524120608988407,0.01704637408317677,0.0,0.0,0.0,0.01895639979812778
2022-02-16,0.09473781710657297,0.772562463646344,0.09734489143664983,0.009011030915420295,0.0,0.0,0.0,0.02634379689501282
2022-02-17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-23,0.0026215442891467135,0.644497542782387,0.12644251422166228,0.1260261573894797,0.0,0.0,0.10041224131732429,0.0
2022-02-24,0.0,0.48896654134358514,0.19863089320630783,0.1731473070577309,0.0,0.0,0.13925525839237615,0.0
2022-02-25,0.044191840984974064,0.2601027055795017,0.22033961176673444,0.15951979426142096,0.0,0.0,0.13247517048278062,0.18337087692458828
2022-02-28,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-03-01,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-03-02,0.07628748411611089,0.15213926297233804,0.12657360128257952,0.12612662789578946,0.1328148049466447,0.13267879948367842,0.12268858260609176,0.1306908366967674
2022-03-03,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-03-04,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-03-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08,0.0,0.8889036380874447,0.0,0.06028056954652082,0.0,0.0,0.0,0.050815792366034535
2022-03-09,0.11761215519867582,0.43115193456321316,0.11882917969214676,0.11964364219197744,0.0,0.0,0.05805817985180668,0.1547049085021801
2022-03-10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-03-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,0.9378956211375362,0.0,0.043504941405764136,0.0,0.0,0.0,0.0,0.018599437456699463
2022-03-16,0.2999257864483868,0.0,0.1659479627104613,0.03829820098948982,0.06043549938726581,0.2929971967030361,0.0,0.14239535376136028
2022-03-17,0.1604137063590789,0.0,0.07908926671088369,0.0,0.29108717149410107,0.4019863041820117,0.0,0.06742355125392466
2022-03-18,0.06417910262614995,0.0,0.01885944024179059,0.0,0.45298788031831666,0.4610937230432673,0.0,0.002879853770475356
2022-03-21,0.05337147604339115,0.0,0.020491821581325065,0.0,0.4745542240511144,0.44659559372213953,0.0,0.004986884602029736
2022-03-22,0.07316696344506492,0.0,0.05740640344793802,0.0,0.43963851797195574,0.387175217439472,0.0,0.042612897695569155
2022-03-23,0.0,0.0,0.0,0.0,0.5714596823602551,0.4285403176397448,0.0,0.0
2022-03-24,0.0550216331231234,0.007980805434143699,0.050881023136364625,0.007297339315525276,0.48028630969153063,0.3660918304401812,0.01106385698130774,0.021377201877823437
2022-03-25,0.0298272705478314,0.02528822196834135,0.024575439973815928,0.0,0.5134909679291163,0.39499833432940107,0.0,0.01181976525149393
2022-03-28,0.029196449755752866,0.008452166452329726,0.031230097489716384,0.0,0.5043013442176183,0.3715786487496782,0.008743720879509836,0.04649757245539464
2022-03-29,0.04768793849278693,0.019038562158677143,0.04987170324060567,0.025201423871723524,0.4078964583148117,0.3078508031644364,0.04572836662011495,0.09672474413684345
2022-03-30,0.0,0.0,0.0,0.0,0.5514423219003864,0.35836638701667367,0.012589139883672273,0.07760215119926764
2022-03-31,0.0,0.0011509420657773142,0.0,0.0,0.492776704500879,0.0,0.32430851780975506,0.1817638356235887
2022-04-01,0.10757271106138902,0.16077738667847863,0.09613546020634887,0.1441219940494059,0.0,0.0,0.2748361769488272,0.21655627105555042
2022-04-04,0.09127464731302241,0.18501498170165315,0.11992317347358249,0.15089673670980341,0.0,0.0,0.2477549463758802,0.2051355144260584
2022-04-05,0.0,0.21821571019365618,0.0,0.0,0.0,0.0,0.20094867797134466,0.5808356118349991
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-04-07,0.0,0.7585364391273,0.0,0.0,0.0,0.0,0.0,0.24146356087270004
2022-04-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-13,0.0018185857781918438,0.9268083794696654,0.013435973072431074,0.057937061679711604,0.0,0.0,0.0,0.0
2022-04-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-19,0.04870287349619164,0.6650336676929999,0.11986374220866036,0.0639428598469503,0.0,0.0,0.0,0.10245685675519788
2022-04-20,0.0,0.9533063132636591,0.0,0.0,0.0,0.0,0.0,0.046693686736341014
2022-04-21,0.0,0.5193584630501974,0.0,0.0,0.0,0.0,0.0,0.4806415369498027
2022-04-22,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-04-25,0.0,0.0,0.13677266030385452,0.2808850039129055,0.0,0.0,0.3373166338380825,0.24502570194515752
2022-04-26,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-04-27,0.0,0.0,0.02914609508584337,0.3515915408034098,0.0,0.0,0.6192623641107469,0.0
2022-04-28,0.0,0.0,0.18714876339084469,0.3098253201614909,0.0,0.0,0.45940015028569803,0.043625766161966464
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-05-02,0.0,0.0,0.2895384485906721,0.3635087175200301,0.0,0.0,0.34695283388929776,0.0
2022-05-03,0.0,0.0,0.49913362527268607,0.3668749845828888,0.0,0.0,0.13399139014442515,0.0
2022-05-04,0.010907732327267836,0.0,0.08821429932059335,0.04767873197201458,0.5446908687032281,0.28735140463536635,0.02115696304152982,0.0
2022-05-05,0.0,0.0,0.0,0.0,0.8056789468722504,0.1943210531277495,0.0,0.0
2022-05-06,0.010341663551928603,0.0,0.0,0.0,0.3725868457770091,0.6170714906710623,0.0,0.0
2022-05-09,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-05-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-05-12,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-05-13,0.2078735459500164,0.0,0.18920826482692865,0.31805590592498034,0.0,0.007237752952048082,0.27762453034602663,0.0
2022-05-16,0.0,0.0,0.0,0.0,0.3622487216855704,0.6377512783144296,0.0,0.0
2022-05-17,0.06402173747006104,0.0,0.043529720204129665,0.04814895468067926,0.3226477927625181,0.36302834833812786,0.02859378390967098,0.13002966263481316
2022-05-18,0.0,0.0,0.0,0.0,0.3958686498462248,0.6041313501537753,0.0,0.0
2022-05-19,0.15393115782764988,0.00010309587281881243,0.059094104756242355,0.087752337269109,0.18664285901832384,0.1321317990775405,0.13024278264066969,0.25010186353764585
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.29073575590090234,0.7092642440990977
2022-05-23,0.11956351136272877,0.12274059627194663,0.0821081335850049,0.07424858776685905,0.16222235115023878,0.18163753159569274,0.09619046262292301,0.1612888256446063
2022-05-24,0.10323606353068313,0.1624652759961043,0.01958522249040052,0.0,0.13136543056132477,0.32275257665672386,0.05041916534515531,0.21017626541960815
2022-05-25,0.09913818563097228,0.12140820618400122,0.0901541390691334,0.06653784340801545,0.156381392524333,0.2260495825971478,0.09281066592662278,0.1475199846597741
2022-05-26,0.08497820502797096,0.09365384035813654,0.09053403315206372,0.056271297608988455,0.21385071428822416,0.2660160961817006,0.07097662423017023,0.12371918915274549
2022-05-27,0.05315501206235716,0.05362259261738265,0.07068472950416377,0.027825802542161705,0.3032506905150364,0.34445484697486095,0.03744858466468148,0.10955774111935584
2022-05-31,0.03384185018932646,0.018541105497323424,0.05690661267062242,0.0,0.3794663896944816,0.4085737740815824,0.0,0.1026702678666637
2022-06-01,0.022469213879027734,0.017105563417946067,0.05585789245033953,0.0,0.40096948357833995,0.4068419189499756,0.0,0.09675592772437124
2022-06-02,0.02182242502250636,0.040757697096643265,0.05064443461719761,0.0,0.41147273563242176,0.3873086377700959,0.0,0.0879940698611351
2022-06-03,0.0,0.0,0.0,0.0,0.511589577167015,0.4529370597171089,0.0,0.03547336311587603
2022-06-06,0.0,0.0,0.011306103358814587,0.0,0.5169847452299977,0.4226939421712946,0.0,0.04901520923989308
2022-06-07,0.0,0.0,0.0,0.0,0.5094498780647697,0.4457530993699293,0.0,0.04479702256530096
2022-06-08,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-06-09,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-06-10,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-06-13,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2022-06-14,0.5463340097282835,0.0,0.0,0.45366599027171656,0.0,0.0,0.0,0.0
2022-06-15,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
