date,FXE,GLD,HYG,IEF,QQQ,SPY,TLT,VNQ
2022-05-18,0.0,0.0,0.0,0.0,0.4050646320849134,0.5949353679150866,0.0,0.0
2022-05-19,0.15179312396617684,0.009333069032132126,0.06396459893215053,0.09050496696522377,0.1820874063577591,0.13160475387555307,0.12985533714398853,0.24085674372701593
2022-05-20,0.03365640333455589,0.0,0.0,0.0,0.0,0.0,0.30392284289201665,0.6624207537734276
2022-05-23,0.11970874850705585,0.12280095680376026,0.08325400045029446,0.0756044243509317,0.1612279467935116,0.18012444587078227,0.0969601165700213,0.16031936065364272
2022-05-24,0.10515923415628103,0.16151351530919944,0.025568727741658026,0.0,0.1319232276708644,0.3140206183192966,0.054906019465810536,0.20690865733688998
2022-05-25,0.09960220863358016,0.12147265158320895,0.09077935742337856,0.06758679477135186,0.15581833504594525,0.22423651062702507,0.09338821981497505,0.14711592210053515
2022-05-26,0.08556561333274283,0.09411391453794792,0.09103989739859787,0.05728004323343859,0.21254663366179818,0.2639463732704336,0.07176953668202772,0.12373798788301346
2022-05-27,0.054132097715046026,0.05459331921476499,0.0714234125083207,0.029147363264393534,0.3008264964649895,0.34147027994315265,0.03863927637822163,0.1097677545111109
2022-05-31,0.03539648937981676,0.020302056413218375,0.058150251903963474,0.0014180406751096335,0.3763607070167974,0.4050756141215306,0.0,0.10329684048956367
2022-06-01,0.024545370587285068,0.019258946031864312,0.057453318551671614,0.0,0.3975959887232598,0.4033838726978012,0.0,0.0977625034081181
2022-06-02,0.023990506179059203,0.0426423482313179,0.052381097477883706,0.0,0.40780838957965737,0.3840059887005579,0.0,0.08917166983152391
